,id,symbol,name,price,rank,total_volume,fully_diluted_valuation,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,all_time_high,ath_date,all_time_low,atl_date,last_updated
380,astrafer,astrafer,Astrafer,0.59673,383,120515.0,530507079.0,0.641422,0.530515,-0.009655126835775076,-1.59224,-1164984.1142680794,-1.2296,156653950.9,888077888.0,888077888.0,4.88,2022-09-11T19:47:43.631Z,0.322744,2023-12-13T08:56:19.314Z,2023-12-15T10:14:46.571Z
381,ultima,ultima,Ultima,6118.43,381,6470333.0,613846017.0,6472.95,5991.39,-190.345965412459,-3.01716,-2209283.665143013,-2.31361,15196.208322,100000.0,100000.0,20506.0,2023-09-27T01:29:45.604Z,5339.55,2023-11-29T12:43:54.156Z,2023-12-15T10:14:07.861Z
382,samoyedcoin,samo,Samoyedcoin,0.02274337,382,17499799.0,107647982.0,0.02531305,0.01380822,0.00884157,63.60014,36034231.0,63.60047,4087378932.0,4746913623.21,4746913623.21,0.236987,2021-10-28T17:58:36.106Z,0.00066955,2021-04-29T13:34:43.813Z,2023-12-15T10:15:10.781Z
383,coinex-token,cet,CoinEx,0.03156838,385,89710.0,6348629.0,0.0316149,0.03103888,0.00030877,0.98776,849763.0,0.92528,2936007515.9,201100000.613172,10000000000.0,0.150293,2018-07-03T22:04:23.838Z,0.00410696,2018-12-15T00:00:00.000Z,2023-12-15T10:12:12.555Z
384,stader-ethx,ethx,Stader ETHx,2311.93,386,134539.0,92187203.0,2361.1,2288.53,-5.0554575581622885,-0.21819,-3145491.953757599,-3.29949,39869.1790109592,39869.1790109592,,2430.3,2023-12-09T08:44:38.141Z,1537.24,2023-10-12T17:37:32.660Z,2023-12-15T10:14:31.246Z
385,hxro,hxro,HXRO,0.147891,384,32646.0,150233800.0,0.157757,0.128977,0.00308325,2.12921,2799449.0,3.14895,610385692.0535563,1000000000.0,,0.800981,2021-06-05T00:59:41.210Z,0.00914678,2019-11-10T15:12:15.992Z,2023-12-15T10:14:44.976Z
386,gelato,gel,Gelato,0.376244,388,77640.0,158369084.0,0.393681,0.374738,-0.004876737897234029,-1.27958,-1127645.526876837,-1.22275,241983242.29182124,420690000.0,420690000.0,4.21,2021-11-30T04:32:06.012Z,0.118108,2023-01-07T00:40:50.196Z,2023-12-15T10:14:57.073Z
387,star-atlas,atlas,Star Atlas,0.00626977,387,3105670.0,226429706.0,0.00658419,0.00622825,-0.000193347950607972,-2.99156,-2603309.598596975,-2.78358,14455434297.6125,36000000000.0,36000000000.0,0.267549,2021-09-04T05:59:47.657Z,0.00135334,2023-07-12T03:10:46.784Z,2023-12-15T10:15:08.350Z
388,oraichain-token,orai,Oraichain,6.09,389,4527957.0,104682205.0,6.43,6.01,-0.15252773022231203,-2.44452,-2161824.334233433,-2.3262,14903025.4043531,17186858.397524,19779272.0,105.76,2021-02-19T23:29:50.620Z,0.904237,2022-11-22T08:41:45.561Z,2023-12-15T10:15:10.403Z
389,coti,coti,COTI,0.070907,390,11994151.0,142021166.0,0.073622,0.06917,0.00133669,1.92134,1727905.0,1.94183,1277435048.3,2000000000.0,2000000000.0,0.668634,2021-09-29T11:39:21.397Z,0.00556342,2019-11-07T10:29:26.372Z,2023-12-15T10:15:13.583Z
390,crown-by-third-time-games,crown,Crown by Third Time Games,1.14,392,1532739.0,285469768.0,1.15,1.022,0.121186,11.85823,9235700.0,11.46189,78653846.33,250000000.0,250000000.0,1.15,2023-12-14T23:33:31.137Z,0.02587638,2023-06-30T10:40:19.922Z,2023-12-15T10:15:04.746Z
391,tenset,10set,Tenset,0.535157,391,241828.0,89636504.0,0.58434,0.520069,-0.046930509942613496,-8.06244,-7962983.049470305,-8.15884,167306761.1,167306771.1,167306771.1,6.48,2021-05-30T05:40:19.103Z,0.152935,2023-10-09T23:29:50.467Z,2023-12-15T10:14:59.540Z
392,goldfinch,gfi,Goldfinch,1.41,397,1097987.0,160810067.0,1.55,1.39,-0.13620383544530368,-8.82944,-8247330.145511165,-8.43963,63588148.1879824,114285714.0,114285714.0,32.94,2022-01-11T21:23:15.079Z,0.290236,2023-06-19T16:10:16.753Z,2023-12-15T10:15:04.353Z
393,crypto-asset-governance-alliance,caga,Crypto Asset Governance Alliance,0.00140727,393,4418606.0,140691983.0,0.00144387,0.00137709,7.86e-06,0.562,323439.0,0.36368,63442659598.95718,100000000000.0,100000000000.0,0.00212017,2023-12-05T16:40:32.198Z,8.18e-06,2023-11-10T13:05:53.452Z,2023-12-15T10:15:11.894Z
394,prometeus,prom,Prom,4.87,394,6391100.0,93847558.0,5.09,4.68,-0.05607137758837677,-1.13759,-1073665.3838211447,-1.19235,18250000.0,19250000.0,19250000.0,105.94,2021-04-30T01:09:49.503Z,0.088747,2019-11-08T13:37:42.508Z,2023-12-15T10:15:01.755Z
395,victoria-vr,vr,Victoria VR,0.01622423,396,1952513.0,272720649.0,0.01704081,0.01519424,0.00076499,4.94842,4262194.0,5.04573,5466118915.0,16800000000.0,,0.615957,2021-12-10T18:45:35.946Z,0.00472369,2023-01-03T15:02:01.730Z,2023-12-15T10:14:56.283Z
396,cornucopias,copi,Cornucopias,0.108012,395,534915.0,413311367.0,0.109099,0.098256,0.00791565,7.90802,6714526.0,8.21462,821803243.0,3840000000.0,3840000000.0,0.109099,2023-12-15T09:35:10.632Z,0.01021501,2022-09-16T11:16:17.309Z,2023-12-15T10:15:01.463Z
397,moviebloc,mbl,MovieBloc,0.00510904,398,1645243.0,153320512.0,0.00526824,0.00501516,-3.0962413435619e-05,-0.60238,-408876.3138590157,-0.46187,17241887218.0,30000000000.0,30000000000.0,0.0450322,2021-04-02T01:08:31.856Z,0.00042973,2019-10-25T08:25:31.503Z,2023-12-15T10:14:54.651Z
398,bitrise-token,brise,Bitgert,2.24878e-07,399,2256131.0,94749070.0,2.39017e-07,2.17095e-07,-1.0747655686e-08,-4.56132,-3460450.363752499,-3.79234,395688215721653.25,427063549263988.0,1000000000000000.0,1.84e-06,2022-03-07T08:25:04.177Z,6.16584e-10,2021-09-09T21:36:32.800Z,2023-12-15T10:15:05.234Z
399,qanplatform,qanx,QANplatform,0.03862225,400,601243.0,128653273.0,0.04170721,0.03688501,-0.000985339967710136,-2.48776,-2474350.256458327,-2.74985,2267255628.84,3333333000.0,3333333000.0,0.203412,2021-11-27T19:36:50.871Z,0.00011724,2023-01-13T15:01:38.815Z,2023-12-15T10:15:10.058Z
400,wink,win,WINkLink,9.077e-05,401,12543830.0,90709379.0,9.904e-05,9.083e-05,-4.720826199233e-06,-4.94354,-4540210.8247575015,-4.9422,961737300000.0,999000000000.0,,0.00289424,2021-04-05T20:24:01.448Z,4.185e-05,2020-03-13T02:23:00.686Z,2023-12-15T10:15:05.613Z
401,cortex,ctxc,Cortex,0.402432,402,15318087.0,120456819.0,0.459665,0.401801,-0.027142915741708518,-6.31855,-6116742.779887855,-6.54948,217212248.59375,299792458.0,,2.39,2018-04-30T00:29:47.162Z,0.03088935,2020-03-13T02:29:44.476Z,2023-12-15T10:15:04.191Z
402,civic,cvc,Civic,0.108741,403,4950787.0,108723063.0,0.110881,0.108031,-0.000639374471081172,-0.58454,-648530.9956647158,-0.73827,802000010.0,1000000000.0,,1.35,2018-01-03T00:00:00.000Z,0.01102541,2020-03-13T02:15:34.328Z,2023-12-15T10:15:00.968Z
403,tomochain,vic,Viction,0.888407,404,5435187.0,89148132.0,0.958539,0.891641,-0.06303913488531587,-6.62561,-5654894.383099705,-6.11136,97451254.0666667,100000000.0,,3.88,2021-09-06T10:14:46.160Z,0.139955,2020-03-13T02:24:15.954Z,2023-12-15T10:15:09.791Z
404,gmt-token,gmt,Gomining Token,0.20354,405,796697.0,86800030.0,0.204725,0.194997,0.00754947,3.85196,2763734.0,3.28874,430109360.07267,430109360.07267,436915240.0,0.52718,2021-10-16T12:30:04.077Z,0.069487,2022-11-10T00:18:31.110Z,2023-12-15T10:15:10.289Z
405,kinesis-gold,kau,Kinesis Gold,65.71,406,138035.0,,65.94,64.22,0.152961,0.23334,160174.0,0.18511,1318920.3706,,,99.98,2023-04-16T21:00:27.925Z,44.06,2023-04-21T21:02:50.248Z,2023-12-15T10:15:05.430Z
406,rss3,rss3,RSS3,0.148139,407,6222145.0,148342070.0,0.151367,0.120183,0.02219422,17.62219,13084958.0,17.86038,582083332.5555141,1000000000.0,,0.687355,2022-02-15T09:35:01.597Z,0.076611,2023-10-26T12:10:50.044Z,2023-12-15T10:15:07.608Z
407,kinesis-silver,kag,Kinesis Silver,24.31,408,79229.0,,24.37,24.03,0.229905,0.9549,823092.0,0.96451,3544485.0226,,,27.75,2023-04-16T21:03:32.945Z,20.83,2023-10-03T02:46:27.845Z,2023-12-15T10:13:24.079Z
408,nkn,nkn,NKN,0.111128,409,5988610.0,85278364.0,0.113405,0.108631,4.351e-05,0.03916,-93133.09048378468,-0.10909,767697067.05076,767697044.665291,1000000000.0,1.44,2021-04-09T21:54:46.868Z,0.00667819,2020-03-13T02:22:29.583Z,2023-12-15T10:15:04.842Z
409,persistence,xprt,Persistence,0.446074,411,767446.0,87481310.0,0.451932,0.369745,0.074039,19.90116,15191428.0,21.70388,189234998.898609,194335003.778369,403308352.0,16.59,2021-05-15T07:34:28.920Z,0.149445,2023-10-13T09:09:34.405Z,2023-12-15T10:14:38.037Z
410,polkastarter,pols,Polkastarter,0.861365,410,13486114.0,85628654.0,0.858755,0.722005,0.13936,19.30176,13299981.0,18.53054,99351432.0,100000000.0,100000000.0,7.51,2021-02-16T16:12:35.417Z,0.116476,2020-10-29T16:39:44.123Z,2023-12-15T10:15:12.310Z
411,hunt-token,hunt,Hunt,0.422742,413,5505458.0,84077605.0,0.436819,0.412563,-0.00248753743557334,-0.58499,-394489.4634579122,-0.46701,198912688.0,198912688.0,198912688.0,1.46,2021-11-28T00:34:47.091Z,0.00039817,2020-04-25T10:36:47.549Z,2023-12-15T10:14:45.606Z
412,arkham,arkm,Arkham,0.490974,412,54687309.0,492558000.0,0.502195,0.460855,0.00994127,2.06665,1745821.0,2.12296,170500000.0,1000000000.0,1000000000.0,0.797613,2023-07-18T12:11:16.102Z,0.287824,2023-10-19T02:00:13.308Z,2023-12-15T10:15:07.970Z
413,xyo-network,xyo,XYO Network,0.00601869,414,1667048.0,83883565.0,0.00669224,0.00594899,-0.000470276275310587,-7.24733,-6547618.40413785,-7.24044,13931216938.0113,13931216938.0113,13931216938.0113,0.081391,2021-11-06T04:44:55.346Z,9.672e-05,2020-03-13T02:24:24.303Z,2023-12-15T10:15:02.976Z
414,access-protocol,acs,Access Protocol,0.00273372,415,1317201.0,237510368.0,0.00291062,0.00268256,-7.9829839471948e-05,-2.83734,-3343734.196937278,-3.83933,30663416209.0438,86962103057.1926,,0.02687893,2023-02-16T01:23:46.316Z,0.0017139,2023-10-12T16:55:08.065Z,2023-12-15T10:15:05.376Z
415,toshi,toshi,Toshi,0.0001975,419,6463902.0,83456610.0,0.00022796,0.00013044,5.808e-05,41.6577,23258672.0,38.63699,420690000000.0,420690000000.0,420690000000.0,0.00022796,2023-12-15T05:15:13.648Z,1.8963e-08,2023-10-09T16:05:26.462Z,2023-12-15T10:15:05.731Z
416,maverick-protocol,mav,Maverick Protocol,0.332501,417,15299847.0,665212496.0,0.343499,0.307727,0.01553988,4.90276,3906463.0,4.9296,250000000.0,2000000000.0,2000000000.0,0.58501,2023-06-28T14:24:36.141Z,0.190512,2023-08-29T10:39:52.488Z,2023-12-15T10:15:04.972Z
417,humans-ai,heart,Humans.ai,0.01626228,418,300868.0,126637394.0,0.01694982,0.01599712,-0.000491982907130609,-2.93646,-2387433.3846968114,-2.79151,5120700000.0,7800000000.0,7800000000.0,0.278557,2021-12-26T18:32:54.961Z,0.00370636,2022-12-18T06:41:04.832Z,2023-12-15T10:14:29.973Z
418,evmos,evmos,Evmos,0.144163,416,2036233.0,144114295.0,0.146263,0.122059,0.01875885,14.9587,8136783.0,10.86584,576076249.364424,1000000000.0,,6.84,2022-04-28T21:20:31.780Z,0.050727,2023-10-19T17:31:12.866Z,2023-12-15T10:15:04.083Z
419,oasys,oas,Oasys,0.077968,420,1092657.0,779797472.0,0.080935,0.077893,-0.001783490793978104,-2.2363,-1782425.3150268197,-2.10402,1063518671.0,10000000000.0,10000000000.0,0.13011,2023-02-17T23:46:15.971Z,0.03923455,2023-10-20T03:26:32.300Z,2023-12-15T10:15:03.995Z
420,sommelier,somm,Sommelier,0.329753,421,596830.0,164645824.0,0.340837,0.217485,0.107915,48.64556,26846241.0,48.49443,249643969.0,500000000.0,500000000.0,7.09,2022-02-09T11:28:07.724Z,0.04999677,2023-07-01T21:19:53.237Z,2023-12-15T10:15:08.196Z
421,vitadao,vita,VitaDAO,3.45,422,392725.0,88740531.0,3.47,3.31,0.108566,3.24904,2581782.0,3.24362,23817382.035323124,25719552.0,64298880.0,4.34,2021-12-25T21:44:55.764Z,0.0,2021-12-13T10:32:39.011Z,2023-12-15T10:14:56.225Z
422,astroport-fi,astro,Astroport,0.203123,423,1443047.0,224221631.0,0.223199,0.167028,0.0354517,21.14352,14734533.0,21.86693,402855727.487701,1099999998.0,1100000000.0,0.223199,2023-12-15T07:34:27.461Z,0.01382601,2023-10-20T00:26:07.826Z,2023-12-15T10:15:08.250Z
423,synapse-2,syn,Synapse,0.428665,424,7670690.0,78960796.0,0.447773,0.420232,-0.004177061763517842,-0.96503,-1101716.543865621,-1.33887,190117588.881215,184907850.0,250000000.0,4.92,2021-10-24T00:24:41.805Z,0.268266,2023-10-09T17:35:08.081Z,2023-12-15T10:15:04.530Z
424,metars-genesis,mrs,Metars Genesis,1.29,426,77242.0,1289584755.0,1.32,1.26,-0.002008554881875346,-0.15605,179719.0,0.22223,62850000.0,1000000000.0,,4.3,2022-08-06T23:23:06.656Z,0.584931,2022-09-16T23:23:54.565Z,2023-12-15T10:12:53.235Z
425,radicle,rad,Radworks,1.62,425,7560621.0,161970891.0,1.66,1.58,-0.007274385744049595,-0.44698,-282719.18706697226,-0.34907,49829110.566345654,99998580.0,100000000.0,27.61,2021-04-15T23:53:08.210Z,1.2,2023-08-17T21:46:20.594Z,2023-12-15T10:15:13.468Z
426,bifrost,bfc,Bifrost,0.05752,429,2608417.0,137100633.0,0.059349,0.057198,-0.000516846744619798,-0.89054,-510285.87963451445,-0.63126,1387727878.47871,2368584074.0,,0.778815,2021-08-19T00:15:06.996Z,0.01634183,2021-01-03T05:20:35.561Z,2023-12-15T10:14:50.362Z
427,planet-token,planet,Planet Token,9.379e-05,427,21555547.0,93965302.0,9.811e-05,9.398e-05,-3.291499766093e-06,-3.3903,-2709074.5939270556,-3.27516,851450035658.0182,1000000000010.0,1000000000010.0,0.00011667,2023-12-02T13:41:21.846Z,4.268e-05,2023-09-01T13:16:36.780Z,2023-12-15T10:14:38.275Z
428,alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,0.02207044,430,5689437.0,220825746.0,0.02486978,0.021575,-0.001375068286807481,-5.86495,-4803899.474511102,-5.71622,3588163659.855413,10000000000.0,10000000000.0,0.201312,2022-04-02T01:23:27.379Z,0.00565078,2022-11-13T21:26:06.429Z,2023-12-15T10:15:08.628Z
429,wazirx,wrx,WazirX,0.172631,428,2647715.0,172641742.0,0.194101,0.15367,0.01895388,12.33361,8516274.0,12.1146,456517027.3318671,1000000000.0,,5.88,2021-04-05T06:58:37.399Z,0.04757088,2020-02-05T07:19:43.950Z,2023-12-15T10:14:09.730Z
430,hifi-finance,hifi,Hifi Finance,0.723831,432,6734496.0,87290730.0,0.745497,0.713504,-0.005641423439224359,-0.77336,-646588.3274464905,-0.81594,108557685.436461,120563755.725575,,2.63,2023-09-16T16:00:16.674Z,0.251847,2023-06-15T09:19:33.390Z,2023-12-15T10:15:03.862Z
431,metadium,meta,Metadium,0.04597781,433,3646009.0,92104976.0,0.0471373,0.04569086,-0.000286870241957872,-0.62006,-520340.37386107445,-0.65886,1703608720.0,2000000000.0,2000000000.0,0.452667,2021-04-01T01:24:04.623Z,0.00295026,2020-03-13T02:24:18.338Z,2023-12-15T10:14:40.635Z
432,marcopolo,map,MAP Protocol,0.03486543,431,25182551.0,323656244.0,0.03406877,0.02337933,0.01036819,42.32389,18130855.0,30.07857,2382631189.0,9834990001.0,10000000000.0,0.272627,2021-04-09T11:14:52.736Z,0.00715011,2022-11-14T05:39:49.881Z,2023-12-15T10:14:45.138Z
433,open-exchange-token,ox,Open Exchange Token,0.01417392,434,885560.0,77856582.0,0.01452836,0.01295902,-0.000335840593484019,-2.31458,-1739428.1173533201,-2.18532,5489620037.29,5489620037.29345,9860000000.0,0.081313,2023-08-09T21:09:50.806Z,0.0049407,2023-10-13T19:40:46.710Z,2023-12-15T10:15:08.677Z
434,nerve-finance,nrv,Nerve Finance,0.0040633,435,33825.0,156256967.0,0.00444369,0.00402833,2.017e-05,0.49883,-438368.18498294055,-0.56067,0.0,142800401.711999,142800401.711999,6.65,2021-05-03T09:18:55.106Z,0.00256517,2023-11-02T22:59:58.749Z,2023-12-15T10:15:11.878Z
435,hello-labs,hello,HELLO,0.145899,436,6880984.0,145936798.0,0.154776,0.142711,0.00029474,0.20243,556651.0,0.72311,531305095.33808607,1000000000.0,1000000000.0,0.166627,2023-12-10T23:55:10.183Z,0.00434878,2022-12-23T14:35:15.250Z,2023-12-15T10:14:59.935Z
436,cobak-token,cbk,Cobak,0.967997,437,2144640.0,96950853.0,1.022,0.963678,-0.03321892635817558,-3.31786,-2469370.8810090423,-3.09695,79696169.0,100000000.0,100000000.0,15.74,2021-04-02T12:59:22.254Z,0.433554,2022-12-30T07:59:59.513Z,2023-12-15T10:14:49.224Z
437,spell-token,spell,Spell,0.00059999,438,6836537.0,117556612.0,0.00061208,0.00058907,-5.305304124528e-06,-0.87648,-731265.7725773901,-0.94016,128469115883.29,196008739620.0,210000000000.0,0.03506357,2021-11-02T08:44:42.429Z,0.00029812,2021-08-05T13:00:27.077Z,2023-12-15T10:15:07.655Z
438,badger-dao,badger,Badger,3.83,439,12127065.0,80522773.0,4.03,3.78,-0.06899494274731355,-1.76911,-1374242.69980295,-1.76645,19930669.912362073,21000000.0,21000000.0,89.08,2021-02-09T01:03:21.398Z,1.83,2023-06-10T04:30:39.245Z,2023-12-15T10:15:11.617Z
439,maidsafecoin,emaid,MaidSafeCoin,0.171394,440,38795.0,,0.331325,0.163818,-0.051766018698070376,-23.19684,-1855493.4307305813,-2.37404,0.0,2304971.0,,1.37,2021-04-12T14:04:59.247Z,0.00503241,2022-12-09T03:15:34.654Z,2023-12-15T10:14:28.538Z
440,harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),0.076464,443,6034240.0,76244975.0,0.093496,0.053881,-0.010407637490826432,-11.98048,-10693799.46861945,-12.30038,999798155.0,999798155.0,1000000000.0,0.196317,2023-08-20T18:54:54.704Z,0.00066337,2023-05-31T23:11:46.784Z,2023-12-15T10:14:53.898Z
441,quark-chain,qkc,QuarkChain,0.01095086,441,1397738.0,109796885.0,0.01129207,0.01079577,-7.7201273695659e-05,-0.70004,-278660.77685394883,-0.36484,6931059798.0,10000000000.0,,0.338765,2018-06-05T02:58:00.874Z,0.00137714,2020-03-13T02:29:16.944Z,2023-12-15T10:15:03.061Z
442,superrare,rare,SuperRare,0.117715,442,5235381.0,117751080.0,0.124469,0.116701,-0.004046260382144521,-3.32312,-2632986.8418673426,-3.35899,643334498.673,1000000000.0,1000000000.0,3.64,2021-10-11T06:31:17.858Z,0.051224,2023-10-19T06:35:40.919Z,2023-12-15T10:15:04.239Z
443,marblex,mbx,Marblex,0.745092,444,1754513.0,240881100.0,0.779401,0.736442,-0.012652638849954156,-1.66978,-1319264.1012975872,-1.71634,101319856.869499,323062651.0,1000000000.0,20.74,2022-06-30T23:43:10.298Z,0.590058,2023-10-13T03:20:06.397Z,2023-12-15T10:14:37.800Z
444,adventure-gold,agld,Adventure Gold,0.95584,445,24764842.0,73953466.0,0.981136,0.923458,0.0046847,0.49253,428743.0,0.58313,77280001.0,77280001.0,80000000.0,7.7,2021-09-03T11:41:40.240Z,0.208231,2022-11-09T23:40:23.330Z,2023-12-15T10:15:11.460Z
445,verasity,vra,Verasity,0.00719158,446,22134682.0,721404421.0,0.00761461,0.00709131,-0.000279378545317744,-3.73953,-2909993.969425902,-3.79553,10249906818.0,100249906818.0,100249906818.0,0.086208,2021-11-01T00:04:34.118Z,0.00199511,2021-02-23T11:58:52.567Z,2023-12-15T10:15:05.070Z
446,wrapped-nxm,wnxm,Wrapped NXM,47.83,448,1733135.0,73658010.0,49.01,46.88,0.098952,0.20731,-1820786.1522549987,-2.41231,1539977.43741248,1539977.43741248,1539977.43741248,130.82,2021-05-12T18:40:13.935Z,7.78,2022-12-30T15:13:07.616Z,2023-12-15T10:15:02.358Z
447,mainframe,mft,Mainframe,0.00784155,447,965.89,78399854.0,0.00795834,0.00654422,0.0012126,18.29257,11367485.0,18.26896,9386552598.643353,10000000000.0,10000000000.0,0.060271,2023-05-30T15:22:02.815Z,0.00039058,2020-03-13T02:24:16.179Z,2023-12-15T10:14:38.412Z
448,murasaki,mura,Murasaki,1.28,449,26057.0,1276816072.0,1.53,1.21,0.03983544,3.22084,2290623.0,3.22629,57400000.0,1000000000.0,1000000000.0,3.38,2023-07-30T07:06:26.402Z,0.234193,2023-03-21T20:58:36.232Z,2023-12-15T10:12:45.498Z
449,metaplex,mplx,Metaplex,0.19378,450,1655946.0,192834000.0,0.253331,0.186926,-0.05955104197277222,-23.50724,-23115908.590709463,-24.03021,378975140.0,1000000000.0,1000000000.0,0.896784,2022-09-20T03:29:58.836Z,0.02528374,2023-05-11T20:09:58.088Z,2023-12-15T10:15:07.146Z
450,dusk-network,dusk,Dusk,0.162269,452,7912445.0,81153059.0,0.167836,0.160401,-0.003528683748097311,-2.1283,-1579433.36384812,-2.12545,448109934.316325,500000000.0,1000000000.0,1.09,2021-12-29T21:34:22.823Z,0.01113274,2020-03-13T02:24:16.885Z,2023-12-15T10:15:09.487Z
451,paid-network,paid,PAID Network,0.294079,451,2791812.0,174874258.0,0.371446,0.290086,-0.024577228877772694,-7.71278,-6198303.929422513,-7.87176,246705329.39804,594717455.71,594717455.71,6.04,2021-04-11T21:08:21.738Z,0.01123876,2023-10-14T14:25:45.779Z,2023-12-15T10:15:10.157Z
452,vega-protocol,vega,Vega Protocol,1.2,453,380761.0,78800974.0,1.25,1.2,-0.03339149962904098,-2.70554,-704852.4705890268,-0.96583,59615835.9370308,64999723.0,64999723.0,23.93,2021-09-03T13:02:36.189Z,0.592756,2023-08-24T20:25:25.607Z,2023-12-15T10:15:01.669Z
453,request-network,req,Request,0.093213,454,1360013.0,93210562.0,0.095045,0.092044,-0.001029056252779007,-1.09193,-831182.7706892341,-1.14625,768786025.0215927,999681755.47775,1000000000.0,1.059,2018-01-06T00:00:00.000Z,0.00454707,2020-03-13T02:24:34.541Z,2023-12-15T10:15:04.648Z
454,origin-ether,oeth,Origin Ether,2278.49,455,5685358.0,71664988.0,2321.71,2246.63,3.97,0.1744,-42205.57790079713,-0.05887,31440.0,31445.0,31440.0,2386.52,2023-12-09T08:29:28.901Z,1523.84,2023-10-12T17:34:25.450Z,2023-12-15T10:14:30.516Z
455,derace,derc,DeRace,0.625147,456,521051.0,74637418.0,0.666674,0.604753,0.00445794,0.71822,146749.0,0.20745,113970000.0,120000000.0,120000000.0,8.24,2021-11-25T23:04:24.757Z,0.106435,2022-11-21T09:08:07.695Z,2023-12-15T10:15:08.081Z
456,stargaze,stars,Stargaze,0.02889141,459,357535.0,86479994.0,0.02895858,0.02531751,0.0032705,12.76495,8374619.0,13.39996,2447542087.73967,2986560000.0,3000000000.0,0.83741,2022-02-07T18:07:29.033Z,0.00559986,2023-10-19T21:44:05.135Z,2023-12-15T10:15:08.312Z
457,aergo,aergo,Aergo,0.158057,461,1186159.0,79155528.0,0.162507,0.154201,0.00079729,0.50699,39931.0,0.05671,444999999.7589212,500000000.0,500000000.0,0.572482,2021-04-10T02:04:45.195Z,0.01354723,2020-03-13T02:29:18.974Z,2023-12-15T10:15:03.636Z
458,dock,dock,Dock,0.02124879,460,346802.0,,0.02183847,0.02111499,-0.000402216078215122,-1.85772,-2344574.834913254,-3.22088,0.0,1000000000.0,,0.241848,2018-05-04T05:29:09.155Z,0.00259319,2020-03-13T02:24:35.312Z,2023-12-15T10:15:06.340Z
459,solend,slnd,Solend,1.96,458,208570.0,193607618.0,2.13,1.79,0.133884,7.34846,4128353.0,6.2264,36378901.708722,100000000.0,100000000.0,16.65,2021-11-07T18:55:10.412Z,0.272877,2023-01-02T06:14:37.552Z,2023-12-15T10:15:07.429Z
460,grok-2,$grok,Grok,0.01111011,457,19095841.0,73362363.0,0.01355188,0.01037816,-0.001993461144705836,-15.21311,-11675533.232812494,-14.24342,6320726430.155516,6596450430.155516,6900000000.0,0.02982108,2023-11-28T02:35:04.258Z,0.00146062,2023-11-07T19:05:22.010Z,2023-12-15T10:15:06.245Z
461,zephyr-protocol,zeph,Zephyr Protocol,26.88,462,2538917.0,70264171.0,31.98,26.52,-0.8606953983335117,-3.10295,-1976386.852685511,-2.73718,2611993.46329142,2613308.69270408,,52.31,2023-11-23T15:50:46.343Z,1.11,2023-07-18T18:58:26.273Z,2023-12-15T10:14:08.675Z
462,sun-token,sun,Sun Token,0.0071732,464,27334239.0,142783367.0,0.0073951,0.00713538,-0.000165462980920786,-2.25468,-1534896.6697125435,-2.15005,9736049472.0,19900730000.0,,66.45,2020-09-11T03:18:35.837Z,0.00462303,2022-11-14T04:45:13.210Z,2023-12-15T10:14:59.210Z
463,cyberconnect,cyber,CyberConnect,6.32,463,27957252.0,631758941.0,6.67,6.27,-0.08010808588936147,-1.25247,-864771.4501992017,-1.22492,11038000.0,100000000.0,100000000.0,15.79,2023-09-01T22:25:07.435Z,3.54,2023-08-26T01:10:37.972Z,2023-12-15T10:15:06.715Z
464,mobox,mbox,Mobox,0.296544,465,10735600.0,116928968.0,0.30641,0.293451,-0.004640393356210137,-1.54071,-954942.7989159226,-1.35196,234780307.0,393987504.971491,1000000000.0,15.44,2021-12-01T05:07:30.486Z,0.201969,2023-10-19T07:25:41.642Z,2023-12-15T10:15:10.084Z
465,seth2,seth2,sETH2,2255.04,466,8826.5,69537787.0,2311.45,2223.97,-10.037531411813234,-0.44314,-3690880.76467894,-5.04021,31050.7459835004,31050.7459835004,,4821.87,2021-11-10T14:23:55.647Z,887.7,2022-06-18T20:57:32.629Z,2023-12-15T10:14:36.744Z
466,sharering,shr,Share,0.00171158,467,57430.0,,0.00173989,0.00168675,-1.41104937897e-06,-0.08237,-462452.01236376166,-0.66144,0.0,4396000000.0,,0.098334,2021-03-31T21:37:17.160Z,8.787e-05,2020-02-28T05:20:11.672Z,2023-12-15T10:14:37.224Z
467,gitcoin,gtc,Gitcoin,1.14,468,18557404.0,113503754.0,1.18,1.12,-0.013881995851298568,-1.2079,-946089.3265795261,-1.35101,60863371.560695864,100000000.0,100000000.0,89.62,2021-05-25T15:33:23.602Z,0.793567,2023-08-17T21:46:24.012Z,2023-12-15T10:15:12.117Z
468,chainx,pcx,ChainX,0.240225,469,444501.0,,0.279244,0.234712,-0.030435829039167528,-11.24503,-4578599.375680059,-6.26273,0.0,21000000.0,,17.54,2021-03-29T19:44:08.082Z,0.079754,2023-08-18T14:45:00.747Z,2023-12-15T10:13:07.731Z
469,origin-protocol,ogn,Origin Protocol,0.135728,470,12664270.0,135779600.0,0.138294,0.131305,-0.000782333427686077,-0.57309,-364882.58310964704,-0.5317,502728259.0,1000000000.0,1000000000.0,3.35,2021-04-08T08:34:23.319Z,0.062786,2023-06-10T06:51:40.879Z,2023-12-15T10:15:02.205Z
