,Date(UTC),total_eth_supply,total_block_uncle_reward,total_block_count,total_uncle_count,BurntFees
904,1/19/2018,97087440.96875,20630.4375,5685,1510,0.0
905,1/20/2018,97108201.90625,20760.9375,5873,1318,0.0
906,1/21/2018,97128476.5625,20274.65625,5810,1199,0.0
907,1/22/2018,97149043.4375,20566.875,5883,1224,0.0
908,1/23/2018,97169529.5,20486.0625,5898,1182,0.0
909,1/24/2018,97190104.90625,20575.40625,5961,1123,0.0
910,1/25/2018,97210444.34375,20339.4375,5910,1098,0.0
911,1/26/2018,97230845.375,20401.03125,5910,1119,0.0
912,1/27/2018,97251266.5625,20421.1875,6004,1022,0.0
913,1/28/2018,97271829.875,20563.3125,6017,1058,0.0
914,1/29/2018,97292386.625,20556.75,5925,1180,0.0
915,1/30/2018,97312691.5625,20304.9375,5867,1138,0.0
916,1/31/2018,97333229.9375,20538.375,5883,1216,0.0
917,2/1/2018,97353772.0625,20542.125,5778,1384,0.0
918,2/2/2018,97374413.65625,20641.59375,5865,1285,0.0
919,2/3/2018,97394732.75,20319.09375,5973,1017,0.0
920,2/4/2018,97415048.1875,20315.4375,5960,1042,0.0
921,2/5/2018,97435682.0,20633.8125,6025,1086,0.0
922,2/6/2018,97456063.625,20381.625,5926,1100,0.0
923,2/7/2018,97476497.375,20433.75,5913,1152,0.0
924,2/8/2018,97496881.71875,20384.34375,6002,1025,0.0
925,2/9/2018,97517153.84375,20272.125,5936,1056,0.0
926,2/10/2018,97537841.5625,20687.71875,6022,1125,0.0
927,2/11/2018,97557965.84375,20124.28125,5955,967,0.0
928,2/12/2018,97578451.8125,20485.96875,5945,1133,0.0
929,2/13/2018,97598896.25,20444.4375,5965,1090,0.0
930,2/14/2018,97618948.8125,20052.5625,5860,1054,0.0
931,2/15/2018,97639557.21875,20608.40625,5966,1155,0.0
932,2/16/2018,97659929.46875,20372.25,5958,1064,0.0
933,2/17/2018,97680480.59375,20551.125,6036,1040,0.0
934,2/18/2018,97700826.6875,20346.09375,5984,1021,0.0
935,2/19/2018,97721251.4375,20424.75,5898,1152,0.0
936,2/20/2018,97741658.75,20407.3125,5814,1246,0.0
937,2/21/2018,97762331.1875,20672.4375,5849,1322,0.0
938,2/22/2018,97782732.40625,20401.21875,5873,1189,0.0
939,2/23/2018,97803398.65625,20666.25,5926,1232,0.0
940,2/24/2018,97823879.65625,20481.0,5850,1252,0.0
941,2/25/2018,97844094.6875,20215.03125,5858,1127,0.0
942,2/26/2018,97864430.0,20335.3125,5803,1254,0.0
943,2/27/2018,97884842.75,20412.75,5865,1192,0.0
944,2/28/2018,97905411.875,20569.125,5898,1236,0.0
945,3/1/2018,97925799.03125,20387.15625,5879,1171,0.0
946,3/2/2018,97946474.0,20674.96875,5899,1261,0.0
947,3/3/2018,97966909.8125,20435.8125,5949,1102,0.0
948,3/4/2018,97987130.09375,20220.28125,5881,1095,0.0
949,3/5/2018,98007449.46875,20319.375,5885,1128,0.0
950,3/6/2018,98027893.625,20444.15625,5890,1179,0.0
951,3/7/2018,98048510.5625,20616.9375,5915,1210,0.0
952,3/8/2018,98068810.90625,20300.34375,5856,1149,0.0
953,3/9/2018,98089185.21875,20374.3125,5898,1126,0.0
954,3/10/2018,98109651.125,20465.90625,5893,1175,0.0
955,3/11/2018,98130178.8125,20527.6875,5957,1122,0.0
956,3/12/2018,98150539.25,20360.4375,5823,1210,0.0
957,3/13/2018,98170920.875,20381.625,5865,1184,0.0
958,3/14/2018,98191332.40625,20411.53125,5843,1223,0.0
959,3/15/2018,98211826.71875,20494.3125,5881,1214,0.0
960,3/16/2018,98232360.125,20533.40625,5918,1175,0.0
961,3/17/2018,98252774.0,20413.875,5856,1216,0.0
962,3/18/2018,98273107.0625,20333.0625,5933,1074,0.0
963,3/19/2018,98293416.96875,20309.90625,5961,1027,0.0
964,3/20/2018,98313827.28125,20410.3125,5959,1074,0.0
965,3/21/2018,98334125.1875,20297.90625,5934,1047,0.0
966,3/22/2018,98354609.09375,20483.90625,6014,1035,0.0
967,3/23/2018,98374840.53125,20231.4375,5968,986,0.0
968,3/24/2018,98395365.21875,20524.6875,6058,990,0.0
969,3/25/2018,98415695.28125,20330.0625,6024,958,0.0
970,3/26/2018,98436127.8125,20432.53125,6004,1019,0.0
971,3/27/2018,98456397.96875,20270.15625,5923,1063,0.0
972,3/28/2018,98476750.90625,20352.9375,5949,1062,0.0
973,3/29/2018,98497151.09375,20400.1875,5867,1186,0.0
974,3/30/2018,98517644.46875,20493.375,5938,1132,0.0
975,3/31/2018,98538107.9375,20463.46875,6050,973,0.0
976,4/1/2018,98558310.3125,20202.375,6016,908,0.0
977,4/2/2018,98578775.5625,20465.25,6094,924,0.0
978,4/3/2018,98599165.15625,20389.59375,5999,1009,0.0
979,4/4/2018,98619464.84375,20299.6875,6001,966,0.0
980,4/5/2018,98640064.25,20599.40625,6056,1011,0.0
981,4/6/2018,98660497.25,20433.0,6051,960,0.0
982,4/7/2018,98680750.25,20253.0,6049,888,0.0
983,4/8/2018,98701110.59375,20360.34375,6058,925,0.0
984,4/9/2018,98721405.21875,20294.625,5995,988,0.0
985,4/10/2018,98741940.3125,20535.09375,6073,977,0.0
986,4/11/2018,98762176.71875,20236.40625,5962,999,0.0
987,4/12/2018,98782375.4375,20198.71875,5898,1057,0.0
988,4/13/2018,98803008.59375,20633.15625,5923,1211,0.0
989,4/14/2018,98823397.25,20388.65625,5917,1119,0.0
990,4/15/2018,98843794.0625,20396.8125,5939,1086,0.0
991,4/16/2018,98864379.40625,20585.34375,5932,1173,0.0
992,4/17/2018,98884763.28125,20383.875,5835,1220,0.0
993,4/18/2018,98905014.78125,20251.5,5795,1204,0.0
994,4/19/2018,98925677.9375,20663.15625,5810,1343,0.0
995,4/20/2018,98946026.1875,20348.25,5715,1332,0.0
996,4/21/2018,98966565.78125,20539.59375,5883,1205,0.0
997,4/22/2018,98987019.03125,20453.25,5902,1144,0.0
998,4/23/2018,99007495.15625,20476.125,5776,1308,0.0
999,4/24/2018,99027867.40625,20372.25,5720,1332,0.0
1000,4/25/2018,99048454.53125,20587.125,5818,1300,0.0
1001,4/26/2018,99069254.9375,20800.40625,5867,1323,0.0
1002,4/27/2018,99089624.84375,20369.90625,5714,1355,0.0
1003,4/28/2018,99109892.84375,20268.0,5713,1308,0.0
1004,4/29/2018,99130623.59375,20730.75,5833,1360,0.0
1005,4/30/2018,99151171.4375,20547.84375,5724,1417,0.0
1006,5/1/2018,99171622.53125,20451.09375,5622,1493,0.0
1007,5/2/2018,99192491.9375,20869.40625,5712,1563,0.0
1008,5/3/2018,99213102.78125,20610.84375,5681,1501,0.0
1009,5/4/2018,99233695.34375,20592.5625,5632,1546,0.0
1010,5/5/2018,99254410.625,20715.28125,5741,1463,0.0
1011,5/6/2018,99275034.96875,20624.34375,5763,1389,0.0
1012,5/7/2018,99295755.78125,20720.8125,5835,1346,0.0
1013,5/8/2018,99316134.21875,20378.4375,5734,1338,0.0
1014,5/9/2018,99336661.34375,20527.125,5730,1412,0.0
1015,5/10/2018,99357126.875,20465.53125,5683,1431,0.0
1016,5/11/2018,99377788.15625,20661.28125,5751,1431,0.0
1017,5/12/2018,99398399.09375,20610.9375,5754,1402,0.0
1018,5/13/2018,99418843.90625,20444.8125,5760,1318,0.0
1019,5/14/2018,99439236.125,20392.21875,5638,1465,0.0
1020,5/15/2018,99459801.5,20565.375,5732,1404,0.0
1021,5/16/2018,99480236.46875,20434.96875,5645,1449,0.0
1022,5/17/2018,99500888.75,20652.28125,5704,1475,0.0
1023,5/18/2018,99521581.71875,20692.96875,5636,1589,0.0
1024,5/19/2018,99542291.09375,20709.375,5603,1628,0.0
1025,5/20/2018,99562948.90625,20657.8125,5642,1562,0.0
1026,5/21/2018,99583657.8125,20708.90625,5687,1507,0.0
1027,5/22/2018,99604185.5,20527.6875,5601,1550,0.0
1028,5/23/2018,99625074.6875,20889.1875,5655,1634,0.0
1029,5/24/2018,99645426.96875,20352.28125,5563,1523,0.0
1030,5/25/2018,99666074.1875,20647.21875,5635,1553,0.0
1031,5/26/2018,99686784.59375,20710.40625,5719,1475,0.0
1032,5/27/2018,99707207.28125,20422.6875,5634,1470,0.0
1033,5/28/2018,99727879.8125,20672.53125,5704,1487,0.0
1034,5/29/2018,99748529.1875,20649.375,5649,1548,0.0
1035,5/30/2018,99769208.84375,20679.65625,5609,1623,0.0
1036,5/31/2018,99789952.90625,20744.0625,5647,1594,0.0
1037,6/1/2018,99810514.8125,20561.90625,5624,1535,0.0
1038,6/2/2018,99831224.5625,20709.75,5632,1620,0.0
1039,6/3/2018,99851711.09375,20486.53125,5619,1559,0.0
1040,6/4/2018,99872516.65625,20805.5625,5672,1642,0.0
1041,6/5/2018,99892858.25,20341.59375,5591,1533,0.0
1042,6/6/2018,99913486.34375,20628.09375,5633,1605,0.0
1043,6/7/2018,99934287.59375,20801.25,5639,1672,0.0
1044,6/8/2018,99954979.15625,20691.5625,5679,1590,0.0
1045,6/9/2018,99975794.9375,20815.78125,5610,1719,0.0
1046,6/10/2018,99996253.25,20458.3125,5641,1522,0.0
1047,6/11/2018,100017065.28125,20812.03125,5657,1667,0.0
1048,6/12/2018,100037658.78125,20593.5,5714,1488,0.0
1049,6/13/2018,100058188.8125,20530.03125,5752,1391,0.0
1050,6/14/2018,100078680.5,20491.6875,5765,1350,0.0
1051,6/15/2018,100099210.0625,20529.5625,5782,1354,0.0
1052,6/16/2018,100119785.1875,20575.125,5871,1260,0.0
1053,6/17/2018,100140207.59375,20422.40625,5915,1155,0.0
1054,6/18/2018,100160825.46875,20617.875,5954,1164,0.0
1055,6/19/2018,100181303.65625,20478.1875,5802,1302,0.0
1056,6/20/2018,100201890.96875,20587.3125,5823,1322,0.0
1057,6/21/2018,100222348.71875,20457.75,5872,1196,0.0
1058,6/22/2018,100242996.96875,20648.25,5820,1352,0.0
1059,6/23/2018,100263646.15625,20649.1875,5922,1222,0.0
1060,6/24/2018,100284005.1875,20359.03125,5881,1163,0.0
1061,6/25/2018,100304539.8125,20534.625,5665,1528,0.0
1062,6/26/2018,100325179.25,20639.4375,5748,1450,0.0
1063,6/27/2018,100345767.59375,20588.34375,5847,1293,0.0
1064,6/28/2018,100366158.40625,20390.8125,5762,1322,0.0
1065,6/29/2018,100386527.46875,20369.0625,5764,1326,0.0
1066,6/30/2018,100407167.9375,20640.46875,5870,1297,0.0
1067,7/1/2018,100427597.84375,20429.90625,5837,1263,0.0
1068,7/2/2018,100448259.40625,20661.5625,5929,1230,0.0
1069,7/3/2018,100468751.75,20492.34375,5809,1325,0.0
1070,7/4/2018,100489223.84375,20472.09375,5837,1277,0.0
1071,7/5/2018,100509644.84375,20421.0,5808,1284,0.0
1072,7/6/2018,100530065.09375,20420.25,5844,1232,0.0
1073,7/7/2018,100550584.625,20519.53125,5820,1311,0.0
1074,7/8/2018,100570999.625,20415.0,5697,1440,0.0
1075,7/9/2018,100591649.65625,20650.03125,5855,1307,0.0
1076,7/10/2018,100612008.59375,20358.9375,5783,1266,0.0
1077,7/11/2018,100632683.28125,20674.6875,5931,1214,0.0
1078,7/12/2018,100653193.71875,20510.4375,5993,1054,0.0
1079,7/13/2018,100673487.21875,20293.5,5953,1016,0.0
1080,7/14/2018,100693941.03125,20453.8125,6006,1018,0.0
1081,7/15/2018,100714551.40625,20610.375,6067,1008,0.0
1082,7/16/2018,100734930.21875,20378.8125,5851,1182,0.0
1083,7/17/2018,100755669.03125,20738.8125,5889,1286,0.0
1084,7/18/2018,100775998.34375,20329.3125,5757,1302,0.0
1085,7/19/2018,100796428.90625,20430.5625,5793,1274,0.0
1086,7/20/2018,100816613.65625,20184.75,5838,1124,0.0
1087,7/21/2018,100837183.4375,20569.78125,5997,1087,0.0
1088,7/22/2018,100857953.65625,20770.21875,5975,1201,0.0
1089,7/23/2018,100878393.21875,20439.5625,5862,1198,0.0
1090,7/24/2018,100898953.625,20560.40625,5815,1315,0.0
1091,7/25/2018,100919727.3125,20773.6875,5900,1306,0.0
1092,7/26/2018,100940147.09375,20419.78125,5852,1187,0.0
1093,7/27/2018,100960660.8125,20513.71875,5909,1169,0.0
1094,7/28/2018,100981101.875,20441.0625,5991,1034,0.0
1095,7/29/2018,101001595.15625,20493.28125,6010,1023,0.0
1096,7/30/2018,101022010.0625,20414.90625,5963,1047,0.0
1097,7/31/2018,101042605.4375,20595.375,5919,1188,0.0
1098,8/1/2018,101063032.53125,20427.09375,5861,1197,0.0
1099,8/2/2018,101083583.28125,20550.75,5854,1264,0.0
1100,8/3/2018,101104100.09375,20516.8125,5916,1182,0.0
1101,8/4/2018,101124702.40625,20602.3125,6003,1094,0.0
1102,8/5/2018,101145231.875,20529.46875,5932,1165,0.0
1103,8/6/2018,101165642.1875,20410.3125,5923,1126,0.0
1104,8/7/2018,101186040.5,20398.3125,5875,1198,0.0
1105,8/8/2018,101206599.5,20559.0,5957,1140,0.0
1106,8/9/2018,101227126.25,20526.75,5930,1160,0.0
1107,8/10/2018,101247570.875,20444.625,5926,1120,0.0
1108,8/11/2018,101268207.5,20636.625,5945,1188,0.0
1109,8/12/2018,101288559.875,20352.375,5835,1228,0.0
1110,8/13/2018,101308960.53125,20400.65625,5872,1167,0.0
1111,8/14/2018,101329292.28125,20331.75,5952,1032,0.0
1112,8/15/2018,101349639.59375,20347.3125,5965,1018,0.0
1113,8/16/2018,101370067.25,20427.65625,5940,1075,0.0
1114,8/17/2018,101390572.15625,20504.90625,5840,1227,0.0
1115,8/18/2018,101411041.25,20469.09375,5883,1157,0.0
1116,8/19/2018,101431496.9375,20455.6875,5930,1094,0.0
1117,8/20/2018,101451943.15625,20446.21875,5932,1085,0.0
1118,8/21/2018,101472436.4375,20493.28125,5961,1071,0.0
1119,8/22/2018,101492737.8125,20301.375,5922,1044,0.0
1120,8/23/2018,101513081.65625,20343.84375,5853,1133,0.0
1121,8/24/2018,101533815.6875,20734.03125,5946,1179,0.0
1122,8/25/2018,101554238.9375,20423.25,5926,1072,0.0
1123,8/26/2018,101574659.5625,20420.625,5947,1044,0.0
1124,8/27/2018,101595207.5,20547.9375,5942,1110,0.0
1125,8/28/2018,101615591.09375,20383.59375,5898,1105,0.0
1126,8/29/2018,101635861.34375,20270.25,5890,1060,0.0
1127,8/30/2018,101656354.625,20493.28125,5910,1127,0.0
1128,8/31/2018,101676780.6875,20426.0625,5953,1038,0.0
1129,9/1/2018,101697166.625,20385.9375,5880,1118,0.0
1130,9/2/2018,101717669.1875,20502.5625,6027,986,0.0
1131,9/3/2018,101737994.09375,20324.90625,5887,1087,0.0
1132,9/4/2018,101758539.5,20545.40625,5968,1075,0.0
1133,9/5/2018,101778867.875,20328.375,5956,1012,0.0
1134,9/6/2018,101799435.875,20568.0,6048,988,0.0
1135,9/7/2018,101819656.4375,20220.5625,5913,1006,0.0
1136,9/8/2018,101839941.6875,20285.25,5936,1008,0.0
1137,9/9/2018,101860208.5625,20266.875,5899,1040,0.0
1138,9/10/2018,101880645.3125,20436.75,6007,988,0.0
1139,9/11/2018,101900890.4375,20245.125,6002,904,0.0
1140,9/12/2018,101921293.625,20403.1875,6043,922,0.0
1141,9/13/2018,101941716.40625,20422.78125,6004,975,0.0
1142,9/14/2018,101962148.375,20431.96875,6066,905,0.0
1143,9/15/2018,101982585.40625,20437.03125,6051,935,0.0
1144,9/16/2018,102003094.53125,20509.125,6113,880,0.0
1145,9/17/2018,102023574.96875,20480.4375,6080,914,0.0
1146,9/18/2018,102043752.5,20177.53125,5967,927,0.0
1147,9/19/2018,102064301.375,20548.875,6123,900,0.0
1148,9/20/2018,102084725.65625,20424.28125,6014,967,0.0
1149,9/21/2018,102105445.0625,20719.40625,6084,1007,0.0
1150,9/22/2018,102125766.59375,20321.53125,6038,891,0.0
1151,9/23/2018,102146091.125,20324.53125,6080,843,0.0
1152,9/24/2018,102166431.125,20340.0,6075,852,0.0
1153,9/25/2018,102186851.375,20420.25,6113,840,0.0
1154,9/26/2018,102207454.53125,20603.15625,6112,907,0.0
1155,9/27/2018,102227966.65625,20512.125,6081,920,0.0
1156,9/28/2018,102248381.65625,20415.0,6098,856,0.0
1157,9/29/2018,102268621.34375,20239.6875,6095,782,0.0
1158,9/30/2018,102289132.4375,20511.09375,6114,877,0.0
1159,10/1/2018,102309434.84375,20302.40625,6095,811,0.0
1160,10/2/2018,102329949.03125,20514.1875,6180,802,0.0
1161,10/3/2018,102350244.5,20295.46875,6075,837,0.0
1162,10/4/2018,102370614.125,20369.625,6146,776,0.0
1163,10/5/2018,102390791.1875,20177.0625,6099,754,0.0
1164,10/6/2018,102411283.15625,20491.96875,6222,733,0.0
1165,10/7/2018,102431804.46875,20521.3125,6241,718,0.0
1166,10/8/2018,102452231.28125,20426.8125,6179,762,0.0
1167,10/9/2018,102472582.34375,20351.0625,6149,774,0.0
1168,10/10/2018,102492944.09375,20361.75,6168,748,0.0
1169,10/11/2018,102513431.65625,20487.5625,6143,822,0.0
1170,10/12/2018,102533813.46875,20381.8125,6170,750,0.0
1171,10/13/2018,102554250.59375,20437.125,6176,768,0.0
1172,10/14/2018,102574715.65625,20465.0625,6182,770,0.0
1173,10/15/2018,102595029.03125,20313.375,6095,812,0.0
1174,10/16/2018,102615410.0,20380.96875,6114,821,0.0
1175,10/17/2018,102635809.15625,20399.15625,6130,803,0.0
1176,10/18/2018,102656246.75,20437.59375,6142,809,0.0
1177,10/19/2018,102676540.34375,20293.59375,6065,845,0.0
1178,10/20/2018,102696990.3125,20449.96875,6158,793,0.0
1179,10/21/2018,102717346.90625,20356.59375,6124,805,0.0
1180,10/22/2018,102737595.6875,20248.78125,6065,827,0.0
1181,10/23/2018,102758171.5625,20575.875,6168,836,0.0
1182,10/24/2018,102778554.59375,20383.03125,6124,811,0.0
1183,10/25/2018,102798801.21875,20246.625,6123,756,0.0
1184,10/26/2018,102819303.3125,20502.09375,6122,853,0.0
1185,10/27/2018,102839546.09375,20242.78125,6100,783,0.0
1186,10/28/2018,102859855.15625,20309.0625,6137,762,0.0
1187,10/29/2018,102880251.21875,20396.0625,6111,826,0.0
1188,10/30/2018,102900422.46875,20171.25,6043,820,0.0
1189,10/31/2018,102920927.5625,20505.09375,6157,817,0.0
1190,11/1/2018,102941166.78125,20239.21875,6069,817,0.0
1191,11/2/2018,102961306.4375,20139.65625,6069,783,0.0
1192,11/3/2018,102981486.78125,20180.34375,6119,737,0.0
1193,11/4/2018,103001769.875,20283.09375,6109,789,0.0
1194,11/5/2018,103022163.96875,20394.09375,6075,873,0.0
1195,11/6/2018,103042415.75,20251.78125,6064,835,0.0
1196,11/7/2018,103062897.21875,20481.46875,6144,829,0.0
1197,11/8/2018,103083132.5,20235.28125,6066,827,0.0
1198,11/9/2018,103103377.90625,20245.40625,6091,795,0.0
1199,11/10/2018,103123795.90625,20418.0,6113,844,0.0
1200,11/11/2018,103144104.125,20308.21875,6121,789,0.0
1201,11/12/2018,103164416.65625,20312.53125,6171,727,0.0
1202,11/13/2018,103184686.71875,20270.0625,6095,802,0.0
1203,11/14/2018,103204805.84375,20119.125,6071,776,0.0
1204,11/15/2018,103224817.15625,20011.3125,6073,722,0.0
1205,11/16/2018,103245091.90625,20274.75,6182,696,0.0
1206,11/17/2018,103265112.3125,20020.40625,6112,675,0.0
1207,11/18/2018,103285321.53125,20209.21875,6159,697,0.0
1208,11/19/2018,103305235.0625,19913.53125,5999,767,0.0
1209,11/20/2018,103325250.6875,20015.625,6028,772,0.0
1210,11/21/2018,103345480.25,20229.5625,6136,726,0.0
1211,11/22/2018,103365413.65625,19933.40625,6063,699,0.0
1212,11/23/2018,103385535.03125,20121.375,6119,708,0.0
1213,11/24/2018,103405541.28125,20006.25,6119,652,0.0
1214,11/25/2018,103425560.0,20018.71875,6154,621,0.0
1215,11/26/2018,103445607.03125,20047.03125,6071,731,0.0
1216,11/27/2018,103465356.40625,19749.375,5995,704,0.0
1217,11/28/2018,103485249.6875,19893.28125,6026,727,0.0
1218,11/29/2018,103505349.6875,20100.0,6121,688,0.0
1219,11/30/2018,103525271.46875,19921.78125,6046,711,0.0
1220,12/1/2018,103545034.53125,19763.0625,6057,630,0.0
1221,12/2/2018,103564664.75,19630.21875,6061,569,0.0
1222,12/3/2018,103584265.625,19600.875,6033,592,0.0
1223,12/4/2018,103603925.75,19660.125,6039,608,0.0
1224,12/5/2018,103623631.8125,19706.0625,6017,654,0.0
1225,12/6/2018,103643374.0625,19742.25,6056,608,0.0
1226,12/7/2018,103662864.875,19490.8125,5972,618,0.0
1227,12/8/2018,103682404.625,19539.75,6023,576,0.0
1228,12/9/2018,103701981.875,19577.25,6097,500,0.0
1229,12/10/2018,103722012.21875,20030.34375,6176,581,0.0
1230,12/11/2018,103741369.53125,19357.3125,5984,550,0.0
1231,12/12/2018,103760975.84375,19606.3125,6076,534,0.0
1232,12/13/2018,103780740.21875,19764.375,6097,568,0.0
1233,12/14/2018,103800152.9375,19412.71875,6014,533,0.0
1234,12/15/2018,103819966.71875,19813.78125,6115,571,0.0
1235,12/16/2018,103839492.96875,19526.25,6039,548,0.0
1236,12/17/2018,103858561.15625,19068.1875,5891,538,0.0
1237,12/18/2018,103877427.125,18865.96875,5861,497,0.0
1238,12/19/2018,103896223.25,18796.125,5849,484,0.0
1239,12/20/2018,103915029.6875,18806.4375,5853,478,0.0
1240,12/21/2018,103933859.28125,18829.59375,5837,505,0.0
1241,12/22/2018,103952897.75,19038.46875,5925,489,0.0
1242,12/23/2018,103971767.1875,18869.4375,5865,494,0.0
1243,12/24/2018,103990812.21875,19045.03125,5927,487,0.0
1244,12/25/2018,104009891.65625,19079.4375,5967,454,0.0
1245,12/26/2018,104029136.09375,19244.4375,5961,526,0.0
1246,12/27/2018,104048071.90625,18935.8125,5893,486,0.0
1247,12/28/2018,104067052.0625,18980.15625,5907,487,0.0
1248,12/29/2018,104086207.4375,19155.375,5960,492,0.0
1249,12/30/2018,104105054.84375,18847.40625,5886,459,0.0
1250,12/31/2018,104124057.59375,19002.75,5921,480,0.0
1251,1/1/2019,104142773.46875,18715.875,5871,428,0.0
1252,1/2/2019,104161893.125,19119.65625,5931,515,0.0
1253,1/3/2019,104179826.375,17933.25,5580,464,0.0
1254,1/4/2019,104197658.28125,17831.90625,5554,459,0.0
1255,1/5/2019,104215683.03125,18024.75,5620,456,0.0
1256,1/6/2019,104233487.75,17804.71875,5585,413,0.0
1257,1/7/2019,104251529.375,18041.625,5610,476,0.0
1258,1/8/2019,104269307.28125,17777.90625,5562,427,0.0
1259,1/9/2019,104287329.78125,18022.5,5610,468,0.0
1260,1/10/2019,104305176.59375,17846.8125,5568,450,0.0
1261,1/11/2019,104322974.1875,17797.59375,5566,429,0.0
1262,1/12/2019,104340674.9375,17700.75,5541,420,0.0
1263,1/13/2019,104358630.03125,17955.09375,5635,413,0.0
1264,1/14/2019,104376638.9375,18008.90625,5629,439,0.0
1265,1/15/2019,104394559.34375,17920.40625,5619,415,0.0
1266,1/16/2019,104412163.15625,17603.8125,5528,390,0.0
1267,1/17/2019,104429869.90625,17706.75,5561,388,0.0
1268,1/18/2019,104447660.0,17790.09375,5619,353,0.0
1269,1/19/2019,104465669.5625,18009.5625,5683,362,0.0
1270,1/20/2019,104483433.78125,17764.21875,5599,365,0.0
1271,1/21/2019,104499574.90625,16141.125,5094,324,0.0
1272,1/22/2019,104515659.6875,16084.78125,5072,331,0.0
1273,1/23/2019,104531420.65625,15760.96875,4991,297,0.0
1274,1/24/2019,104547498.5,16077.84375,5086,313,0.0
1275,1/25/2019,104563578.59375,16080.09375,5106,289,0.0
1276,1/26/2019,104579583.125,16004.53125,5055,319,0.0
1277,1/27/2019,104595429.3125,15846.1875,5013,306,0.0
1278,1/28/2019,104610846.03125,15416.71875,4884,289,0.0
1279,1/29/2019,104626309.8125,15463.78125,4870,323,0.0
1280,1/30/2019,104641865.1875,15555.375,4949,272,0.0
1281,1/31/2019,104657518.625,15653.4375,4931,326,0.0
1282,2/1/2019,104672819.28125,15300.65625,4848,287,0.0
1283,2/2/2019,104688430.90625,15611.625,4935,304,0.0
1284,2/3/2019,104703657.03125,15226.125,4858,248,0.0
1285,2/4/2019,104719051.71875,15394.6875,4938,222,0.0
1286,2/5/2019,104734470.5,15418.78125,4900,275,0.0
1287,2/6/2019,104749772.84375,15302.34375,4892,237,0.0
1288,2/7/2019,104765171.46875,15398.625,4918,244,0.0
1289,2/8/2019,104780642.75,15471.28125,4923,267,0.0
1290,2/9/2019,104795989.8125,15347.0625,4900,246,0.0
1291,2/10/2019,104809360.15625,13370.34375,4298,181,0.0
1292,2/11/2019,104822491.25,13131.09375,4195,209,0.0
1293,2/12/2019,104835855.03125,13363.78125,4273,207,0.0
1294,2/13/2019,104848912.53125,13057.5,4169,208,0.0
1295,2/14/2019,104861993.375,13080.84375,4166,221,0.0
1296,2/15/2019,104875057.34375,13063.96875,4158,225,0.0
1297,2/16/2019,104888338.8125,13281.46875,4224,233,0.0
1298,2/17/2019,104901328.15625,12989.34375,4139,217,0.0
1299,2/18/2019,104914625.9375,13297.78125,4196,271,0.0
1300,2/19/2019,104928158.65625,13532.71875,4288,253,0.0
1301,2/20/2019,104941575.875,13417.21875,4242,261,0.0
1302,2/21/2019,104954915.5625,13339.6875,4252,222,0.0
1303,2/22/2019,104968207.625,13292.0625,4238,218,0.0
1304,2/23/2019,104981859.59375,13651.96875,4353,225,0.0
1305,2/24/2019,104995217.75,13358.15625,4254,227,0.0
1306,2/25/2019,105008589.40625,13371.65625,4238,251,0.0
1307,2/26/2019,105022110.125,13520.71875,4281,257,0.0
1308,2/27/2019,105035621.5625,13511.4375,4281,254,0.0
1309,2/28/2019,105048576.40625,12954.84375,4366,288,0.0
1310,3/1/2019,105061446.03125,12869.625,5994,502,0.0
1311,3/2/2019,105075082.65625,13636.625,6402,474,0.0
1312,3/3/2019,105088679.84375,13597.1875,6379,479,0.0
1313,3/4/2019,105102323.84375,13644.0,6384,504,0.0
1314,3/5/2019,105116076.71875,13752.875,6429,510,0.0
1315,3/6/2019,105129642.53125,13565.8125,6399,441,0.0
1316,3/7/2019,105143314.53125,13672.0,6438,452,0.0
1317,3/8/2019,105156935.53125,13621.0,6388,484,0.0
1318,3/9/2019,105170466.03125,13530.5,6380,440,0.0
1319,3/10/2019,105184310.65625,13844.625,6513,470,0.0
1320,3/11/2019,105197824.96875,13514.3125,6389,433,0.0
1321,3/12/2019,105211484.21875,13659.25,6453,444,0.0
1322,3/13/2019,105225072.03125,13587.8125,6399,473,0.0
1323,3/14/2019,105238695.34375,13623.3125,6422,461,0.0
1324,3/15/2019,105252252.40625,13557.0625,6424,425,0.0
1325,3/16/2019,105266067.96875,13815.5625,6511,477,0.0
1326,3/17/2019,105279638.71875,13570.75,6415,440,0.0
1327,3/18/2019,105293119.15625,13480.4375,6368,451,0.0
1328,3/19/2019,105306739.90625,13620.75,6416,472,0.0
1329,3/20/2019,105320495.90625,13756.0,6475,480,0.0
1330,3/21/2019,105334078.40625,13582.5,6372,500,0.0
1331,3/22/2019,105347688.40625,13610.0,6409,476,0.0
1332,3/23/2019,105361404.40625,13716.0,6431,516,0.0
1333,3/24/2019,105375031.65625,13627.25,6432,456,0.0
1334,3/25/2019,105388663.03125,13631.375,6429,462,0.0
1335,3/26/2019,105402216.84375,13553.8125,6358,505,0.0
1336,3/27/2019,105415952.90625,13736.0625,6458,489,0.0
1337,3/28/2019,105429551.28125,13598.375,6373,510,0.0
1338,3/29/2019,105443090.21875,13538.9375,6369,479,0.0
1339,3/30/2019,105456681.53125,13591.3125,6371,513,0.0
1340,3/31/2019,105470340.71875,13659.1875,6417,499,0.0
1341,4/1/2019,105484037.28125,13696.5625,6420,505,0.0
1342,4/2/2019,105497657.09375,13619.8125,6357,541,0.0
