,Date(UTC),total_eth_supply,total_block_uncle_reward,total_block_count,total_uncle_count,BurntFees
448,10/20/2016,85174224.25,34529.0625,6298,842,0.0
449,10/21/2016,85206351.125,32126.875,6097,464,0.0
450,10/22/2016,85238053.78125,31702.65625,6041,425,0.0
451,10/23/2016,85269385.65625,31331.875,5993,388,0.0
452,10/24/2016,85301447.53125,32061.875,6065,488,0.0
453,10/25/2016,85333112.0625,31664.53125,6028,425,0.0
454,10/26/2016,85365068.9375,31956.875,6096,416,0.0
455,10/27/2016,85396513.9375,31445.0,6018,384,0.0
456,10/28/2016,85427593.0,31079.0625,5943,382,0.0
457,10/29/2016,85457222.53125,29629.53125,5668,361,0.0
458,10/30/2016,85489183.0,31960.46875,6059,467,0.0
459,10/31/2016,85521204.25,32021.25,6092,436,0.0
460,11/1/2016,85551702.6875,30498.4375,5839,362,0.0
461,11/2/2016,85582844.71875,31142.03125,5952,381,0.0
462,11/3/2016,85614060.65625,31215.9375,5950,410,0.0
463,11/4/2016,85644984.25,30923.59375,5904,391,0.0
464,11/5/2016,85676408.78125,31424.53125,5996,405,0.0
465,11/6/2016,85708208.9375,31800.15625,6054,421,0.0
466,11/7/2016,85741468.0,33259.0625,6315,470,0.0
467,11/8/2016,85773795.1875,32327.1875,6159,426,0.0
468,11/9/2016,85804797.53125,31002.34375,5924,383,0.0
469,11/10/2016,85836008.3125,31210.78125,5966,385,0.0
470,11/11/2016,85867347.6875,31339.375,5992,384,0.0
471,11/12/2016,85899297.6875,31950.0,6086,424,0.0
472,11/13/2016,85931721.90625,32424.21875,6203,395,0.0
473,11/14/2016,85963606.125,31884.21875,6067,431,0.0
474,11/15/2016,85995043.15625,31437.03125,6006,393,0.0
475,11/16/2016,86026624.5625,31581.40625,6045,377,0.0
476,11/17/2016,86057433.15625,30808.59375,5868,415,0.0
477,11/18/2016,86090533.9375,33100.78125,6289,465,0.0
478,11/19/2016,86122865.03125,32331.09375,6150,431,0.0
479,11/20/2016,86155325.1875,32460.15625,6179,425,0.0
480,11/21/2016,86187136.75,31811.5625,6073,398,0.0
481,11/22/2016,86218314.25,31177.5,5922,424,0.0
482,11/23/2016,86250939.875,32625.625,5837,916,0.0
483,11/24/2016,86283337.53125,32397.65625,5914,793,0.0
484,11/25/2016,86316772.375,33434.84375,6111,831,0.0
485,11/26/2016,86349268.3125,32495.9375,5938,778,0.0
486,11/27/2016,86382979.40625,33711.09375,5945,1107,0.0
487,11/28/2016,86416919.25,33939.84375,6042,1039,0.0
488,11/29/2016,86449890.34375,32971.09375,5988,843,0.0
489,11/30/2016,86481730.34375,31840.0,6061,436,0.0
490,12/1/2016,86513478.625,31748.28125,6057,417,0.0
491,12/2/2016,86545275.03125,31796.40625,6075,401,0.0
492,12/3/2016,86577391.4375,32116.40625,6160,373,0.0
493,12/4/2016,86608563.9375,31172.5,5983,356,0.0
494,12/5/2016,86639798.625,31234.6875,6004,346,0.0
495,12/6/2016,86671774.25,31975.625,6089,424,0.0
496,12/7/2016,86703484.875,31710.625,6073,376,0.0
497,12/8/2016,86735578.9375,32094.0625,6125,418,0.0
498,12/9/2016,86767239.5625,31660.625,6050,396,0.0
499,12/10/2016,86798915.96875,31676.40625,6075,369,0.0
500,12/11/2016,86830698.0,31782.03125,6098,365,0.0
501,12/12/2016,86862037.375,31339.375,5999,384,0.0
502,12/13/2016,86893847.375,31810.0,6070,412,0.0
503,12/14/2016,86925697.84375,31850.46875,6080,407,0.0
504,12/15/2016,86957065.65625,31367.8125,6001,382,0.0
505,12/16/2016,86988822.0625,31756.40625,6075,385,0.0
506,12/17/2016,87020784.40625,31962.34375,6116,395,0.0
507,12/18/2016,87052676.90625,31892.5,6096,396,0.0
508,12/19/2016,87084147.375,31470.46875,6032,371,0.0
509,12/20/2016,87115816.28125,31668.90625,6069,373,0.0
510,12/21/2016,87147409.25,31592.96875,6070,351,0.0
511,12/22/2016,87178483.3125,31074.0625,5956,362,0.0
512,12/23/2016,87209600.65625,31117.34375,5954,379,0.0
513,12/24/2016,87240927.53125,31326.875,6006,364,0.0
514,12/25/2016,87272935.96875,32008.4375,6127,390,0.0
515,12/26/2016,87304580.65625,31644.6875,6066,370,0.0
516,12/27/2016,87335807.21875,31226.5625,5998,346,0.0
517,12/28/2016,87367378.625,31571.40625,6056,365,0.0
518,12/29/2016,87399197.375,31818.75,6082,396,0.0
519,12/30/2016,87430878.9375,31681.5625,6063,382,0.0
520,12/31/2016,87462107.0625,31228.125,5993,356,0.0
521,1/1/2017,87493855.34375,31748.28125,6111,337,0.0
522,1/2/2017,87525386.125,31530.78125,6058,353,0.0
523,1/3/2017,87556909.40625,31523.28125,6035,385,0.0
524,1/4/2017,87589008.9375,32099.53125,6141,393,0.0
525,1/5/2017,87620825.96875,31817.03125,6091,381,0.0
526,1/6/2017,87652185.5,31359.53125,6009,373,0.0
527,1/7/2017,87684080.5,31895.0,6108,388,0.0
528,1/8/2017,87715764.875,31684.375,6074,372,0.0
529,1/9/2017,87747515.1875,31750.3125,6082,378,0.0
530,1/10/2017,87778864.5625,31349.375,6030,344,0.0
531,1/11/2017,87810387.53125,31522.96875,6047,367,0.0
532,1/12/2017,87841944.25,31556.71875,6056,367,0.0
533,1/13/2017,87873674.5625,31730.3125,6106,346,0.0
534,1/14/2017,87905152.6875,31478.125,6067,328,0.0
535,1/15/2017,87936854.71875,31702.03125,6085,369,0.0
536,1/16/2017,87968395.03125,31540.3125,6052,366,0.0
537,1/17/2017,87999691.125,31296.09375,6002,371,0.0
538,1/18/2017,88031299.09375,31607.96875,6065,363,0.0
539,1/19/2017,88063420.1875,32121.09375,6158,383,0.0
540,1/20/2017,88094541.28125,31121.09375,5963,375,0.0
541,1/21/2017,88126065.03125,31523.75,6046,368,0.0
542,1/22/2017,88157642.84375,31577.8125,6065,354,0.0
543,1/23/2017,88189141.28125,31498.4375,6048,354,0.0
544,1/24/2017,88220561.75,31420.46875,6037,351,0.0
545,1/25/2017,88251985.34375,31423.59375,6010,387,0.0
546,1/26/2017,88283770.03125,31784.6875,6081,394,0.0
547,1/27/2017,88314884.875,31114.84375,5985,335,0.0
548,1/28/2017,88346412.84375,31527.96875,6063,347,0.0
549,1/29/2017,88377545.96875,31133.125,5960,372,0.0
550,1/30/2017,88409461.28125,31915.3125,6094,406,0.0
551,1/31/2017,88440875.1875,31413.90625,6018,373,0.0
552,2/1/2017,88472207.375,31332.1875,6009,362,0.0
553,2/2/2017,88503622.21875,31414.84375,6047,331,0.0
554,2/3/2017,88534895.5,31273.28125,5990,373,0.0
555,2/4/2017,88566656.28125,31760.78125,6078,385,0.0
556,2/5/2017,88598257.84375,31601.5625,6077,338,0.0
557,2/6/2017,88629881.4375,31623.59375,6050,383,0.0
558,2/7/2017,88661372.84375,31491.40625,5998,417,0.0
559,2/8/2017,88693080.8125,31707.96875,6067,387,0.0
560,2/9/2017,88724508.0,31427.1875,6029,354,0.0
561,2/10/2017,88756004.40625,31496.40625,6040,361,0.0
562,2/11/2017,88787594.25,31589.84375,6038,387,0.0
563,2/12/2017,88819163.9375,31569.6875,6059,358,0.0
564,2/13/2017,88850898.0,31734.0625,6070,382,0.0
565,2/14/2017,88882368.9375,31470.9375,6023,378,0.0
566,2/15/2017,88914090.34375,31721.40625,6089,361,0.0
567,2/16/2017,88945630.1875,31539.84375,6052,351,0.0
568,2/17/2017,88976958.0,31327.8125,6012,350,0.0
569,2/18/2017,89008169.71875,31211.71875,5999,343,0.0
570,2/19/2017,89039436.90625,31267.1875,6019,326,0.0
571,2/20/2017,89070824.71875,31387.8125,6015,362,0.0
572,2/21/2017,89102241.59375,31416.875,6052,320,0.0
573,2/22/2017,89133228.9375,30987.34375,5968,319,0.0
574,2/23/2017,89164458.46875,31229.53125,6019,317,0.0
575,2/24/2017,89195722.0625,31263.59375,6011,335,0.0
576,2/25/2017,89227275.96875,31553.90625,6039,377,0.0
577,2/26/2017,89259096.125,31820.15625,6089,381,0.0
578,2/27/2017,89290342.53125,31246.40625,5988,361,0.0
579,2/28/2017,89322198.625,31856.09375,6107,367,0.0
580,3/1/2017,89353343.46875,31144.84375,5958,379,0.0
581,3/2/2017,89384974.40625,31630.9375,6061,370,0.0
582,3/3/2017,89416273.3125,31298.90625,6006,353,0.0
583,3/4/2017,89447445.96875,31172.65625,5985,353,0.0
584,3/5/2017,89479007.84375,31561.875,6073,340,0.0
585,3/6/2017,89510160.96875,31153.125,5977,360,0.0
586,3/7/2017,89541229.71875,31068.75,5978,336,0.0
587,3/8/2017,89572555.65625,31325.9375,6016,350,0.0
588,3/9/2017,89603365.1875,30809.53125,5928,329,0.0
589,3/10/2017,89634392.21875,31027.03125,5953,353,0.0
590,3/11/2017,89665627.6875,31235.46875,6002,347,0.0
591,3/12/2017,89696477.21875,30849.53125,5919,357,0.0
592,3/13/2017,89728090.96875,31613.75,6040,400,0.0
593,3/14/2017,89759305.8125,31214.84375,5961,407,0.0
594,3/15/2017,89790683.46875,31377.65625,5986,409,0.0
595,3/16/2017,89822111.4375,31427.96875,5990,423,0.0
596,3/17/2017,89853953.3125,31841.875,6046,460,0.0
597,3/18/2017,89885435.65625,31482.34375,5991,435,0.0
598,3/19/2017,89916430.1875,30994.53125,5950,349,0.0
599,3/20/2017,89948100.5,31670.3125,6066,374,0.0
600,3/21/2017,89979116.90625,31016.40625,5957,345,0.0
601,3/22/2017,90010489.25,31372.34375,6008,383,0.0
602,3/23/2017,90041470.1875,30980.9375,5914,406,0.0
603,3/24/2017,90072311.125,30840.9375,5913,366,0.0
604,3/25/2017,90103373.9375,31062.8125,5962,354,0.0
605,3/26/2017,90134549.40625,31175.46875,5981,355,0.0
606,3/27/2017,90165551.59375,31002.1875,5951,350,0.0
607,3/28/2017,90196107.0625,30555.46875,5900,295,0.0
608,3/29/2017,90227375.34375,31268.28125,5988,369,0.0
609,3/30/2017,90258195.1875,30819.84375,5910,355,0.0
610,3/31/2017,90289403.46875,31208.28125,5971,377,0.0
611,4/1/2017,90320254.40625,30850.9375,5926,342,0.0
612,4/2/2017,90350695.1875,30440.78125,5846,337,0.0
613,4/3/2017,90381881.4375,31186.25,5979,360,0.0
614,4/4/2017,90412936.75,31055.3125,5932,386,0.0
615,4/5/2017,90444172.0625,31235.3125,5986,362,0.0
616,4/6/2017,90474896.4375,30724.375,5880,364,0.0
617,4/7/2017,90505970.96875,31074.53125,5946,373,0.0
618,4/8/2017,90536886.59375,30915.625,5936,340,0.0
619,4/9/2017,90567128.625,30242.03125,5797,349,0.0
620,4/10/2017,90597165.8125,30037.1875,5758,342,0.0
621,4/11/2017,90627616.28125,30450.46875,5849,331,0.0
622,4/12/2017,90657833.3125,30217.03125,5779,365,0.0
623,4/13/2017,90688173.15625,30339.84375,5798,375,0.0
624,4/14/2017,90719162.84375,30989.6875,5908,402,0.0
625,4/15/2017,90749160.96875,29998.125,5721,388,0.0
626,4/16/2017,90779668.15625,30507.1875,5820,390,0.0
627,4/17/2017,90810315.65625,30647.5,5861,376,0.0
628,4/18/2017,90840832.375,30516.71875,5861,343,0.0
629,4/19/2017,90870444.5625,29612.1875,5718,290,0.0
630,4/20/2017,90900866.75,30422.1875,5859,314,0.0
631,4/21/2017,90931344.09375,30477.34375,5878,303,0.0
632,4/22/2017,90961334.40625,29990.3125,5792,286,0.0
633,4/23/2017,90991825.65625,30491.25,5864,328,0.0
634,4/24/2017,91021611.125,29785.46875,5721,327,0.0
635,4/25/2017,91052368.9375,30757.8125,5897,354,0.0
636,4/26/2017,91081701.125,29332.1875,5637,318,0.0
637,4/27/2017,91111031.125,29330.0,5642,312,0.0
638,4/28/2017,91140713.15625,29682.03125,5697,337,0.0
639,4/29/2017,91169930.8125,29217.65625,5626,301,0.0
640,4/30/2017,91199299.40625,29368.59375,5648,311,0.0
641,5/1/2017,91228656.90625,29357.5,5624,340,0.0
642,5/2/2017,91258093.3125,29436.40625,5619,373,0.0
643,5/3/2017,91287645.96875,29552.65625,5649,361,0.0
644,5/4/2017,91317072.53125,29426.5625,5649,326,0.0
645,5/5/2017,91346771.4375,29698.90625,5675,369,0.0
646,5/6/2017,91376474.875,29703.4375,5678,362,0.0
647,5/7/2017,91406355.03125,29880.15625,5718,357,0.0
648,5/8/2017,91435780.96875,29425.9375,5640,338,0.0
649,5/9/2017,91465535.96875,29755.0,5672,380,0.0
650,5/10/2017,91495150.8125,29614.84375,5648,375,0.0
651,5/11/2017,91524885.34375,29734.53125,5702,333,0.0
652,5/12/2017,91554775.03125,29889.6875,5688,394,0.0
653,5/13/2017,91584028.3125,29253.28125,5591,357,0.0
654,5/14/2017,91612245.8125,28217.5,5402,336,0.0
655,5/15/2017,91640708.15625,28462.34375,5401,403,0.0
656,5/16/2017,91669426.125,28717.96875,5457,391,0.0
657,5/17/2017,91697325.03125,27898.90625,5325,341,0.0
658,5/18/2017,91725805.8125,28480.78125,5462,321,0.0
659,5/19/2017,91754187.0625,28381.25,5424,344,0.0
660,5/20/2017,91782839.09375,28652.03125,5489,329,0.0
661,5/21/2017,91811493.15625,28654.0625,5437,402,0.0
662,5/22/2017,91840262.375,28769.21875,5468,387,0.0
663,5/23/2017,91868838.46875,28576.09375,5419,403,0.0
664,5/24/2017,91897482.84375,28644.375,5427,404,0.0
665,5/25/2017,91926318.0,28835.15625,5465,413,0.0
666,5/26/2017,91955285.5,28967.5,5492,412,0.0
667,5/27/2017,91984057.21875,28771.71875,5439,431,0.0
668,5/28/2017,92012880.5,28823.28125,5453,429,0.0
669,5/29/2017,92042417.84375,29537.34375,5579,447,0.0
670,5/30/2017,92072237.21875,29819.375,5581,524,0.0
671,5/31/2017,92100985.65625,28748.4375,5412,458,0.0
672,6/1/2017,92129055.03125,28069.375,5276,460,0.0
673,6/2/2017,92155875.65625,26820.625,5087,372,0.0
674,6/3/2017,92183405.8125,27530.15625,5206,405,0.0
675,6/4/2017,92210634.5625,27228.75,5160,388,0.0
676,6/5/2017,92238426.90625,27792.34375,5249,411,0.0
677,6/6/2017,92265908.15625,27481.25,5208,388,0.0
678,6/7/2017,92293678.9375,27770.78125,5239,425,0.0
679,6/8/2017,92321310.1875,27631.25,5209,432,0.0
680,6/9/2017,92348960.1875,27650.0,5214,424,0.0
681,6/10/2017,92377118.9375,28158.75,5332,400,0.0
682,6/11/2017,92405045.65625,27926.71875,5246,451,0.0
683,6/12/2017,92433146.28125,28100.625,5237,508,0.0
684,6/13/2017,92461422.375,28276.09375,5272,515,0.0
685,6/14/2017,92489691.125,28268.75,5293,480,0.0
686,6/15/2017,92517889.875,28198.75,5305,452,0.0
687,6/16/2017,92546260.8125,28370.9375,5336,450,0.0
688,6/17/2017,92574559.875,28299.0625,5279,506,0.0
689,6/18/2017,92603147.375,28587.5,5347,488,0.0
690,6/19/2017,92631780.34375,28632.96875,5334,523,0.0
691,6/20/2017,92658489.71875,26709.375,4967,500,0.0
692,6/21/2017,92684640.5,26150.78125,4898,449,0.0
693,6/22/2017,92711173.78125,26533.28125,4944,477,0.0
694,6/23/2017,92737276.28125,26102.5,4890,436,0.0
695,6/24/2017,92763771.28125,26495.0,4939,476,0.0
696,6/25/2017,92790154.40625,26383.125,4926,460,0.0
697,6/26/2017,92816853.46875,26699.0625,4965,498,0.0
698,6/27/2017,92843435.8125,26582.34375,5001,415,0.0
699,6/28/2017,92870078.46875,26642.65625,4961,489,0.0
700,6/29/2017,92897087.375,27008.90625,5027,497,0.0
701,6/30/2017,92923943.625,26856.25,5036,444,0.0
702,7/1/2017,92950626.75,26683.125,5009,436,0.0
703,7/2/2017,92977339.09375,26712.34375,5034,407,0.0
704,7/3/2017,93004470.34375,27131.25,5052,492,0.0
705,7/4/2017,93031836.125,27365.78125,5078,521,0.0
706,7/5/2017,93058596.4375,26760.3125,4985,490,0.0
707,7/6/2017,93085523.0,26926.5625,5046,450,0.0
708,7/7/2017,93112810.96875,27287.96875,5084,499,0.0
709,7/8/2017,93139877.375,27066.40625,5087,433,0.0
710,7/9/2017,93166818.15625,26940.78125,5094,397,0.0
711,7/10/2017,93191251.75,24433.59375,4594,387,0.0
712,7/11/2017,93215219.875,23968.125,4520,364,0.0
713,7/12/2017,93239157.84375,23937.96875,4509,367,0.0
714,7/13/2017,93262929.40625,23771.5625,4512,322,0.0
715,7/14/2017,93286700.65625,23771.25,4502,332,0.0
716,7/15/2017,93310853.0,24152.34375,4603,303,0.0
717,7/16/2017,93334862.6875,24009.6875,4575,302,0.0
718,7/17/2017,93358380.96875,23518.28125,4459,325,0.0
719,7/18/2017,93382331.28125,23950.3125,4551,318,0.0
720,7/19/2017,93406814.875,24483.59375,4637,347,0.0
721,7/20/2017,93431307.6875,24492.8125,4632,358,0.0
722,7/21/2017,93455149.875,23842.1875,4543,302,0.0
723,7/22/2017,93479457.21875,24307.34375,4649,283,0.0
724,7/23/2017,93503940.5,24483.28125,4660,313,0.0
725,7/24/2017,93527999.40625,24058.90625,4582,301,0.0
726,7/25/2017,93552692.0625,24692.65625,4686,333,0.0
727,7/26/2017,93577207.0625,24515.0,4650,336,0.0
728,7/27/2017,93601559.71875,24352.65625,4634,309,0.0
729,7/28/2017,93626244.875,24685.15625,4647,381,0.0
730,7/29/2017,93650737.375,24492.5,4683,284,0.0
731,7/30/2017,93675455.03125,24717.65625,4704,317,0.0
732,7/31/2017,93699513.625,24058.59375,4535,363,0.0
733,8/1/2017,93720934.09375,21420.46875,4087,259,0.0
734,8/2/2017,93742069.40625,21135.3125,4044,242,0.0
735,8/3/2017,93763035.8125,20966.40625,3976,281,0.0
736,8/4/2017,93784340.8125,21305.0,4040,292,0.0
737,8/5/2017,93805528.625,21187.8125,4034,270,0.0
738,8/6/2017,93826794.25,21265.625,4032,292,0.0
739,8/7/2017,93848415.8125,21621.5625,4094,298,0.0
740,8/8/2017,93870051.125,21635.3125,4093,306,0.0
741,8/9/2017,93891780.5,21729.375,4113,304,0.0
742,8/10/2017,93913244.25,21463.75,4029,340,0.0
743,8/11/2017,93935146.28125,21902.03125,4105,353,0.0
744,8/12/2017,93957067.21875,21920.9375,4113,342,0.0
745,8/13/2017,93979101.90625,22034.6875,4129,350,0.0
746,8/14/2017,94001140.03125,22038.125,4133,344,0.0
747,8/15/2017,94023364.40625,22224.375,4132,392,0.0
748,8/16/2017,94045930.1875,22565.78125,4166,437,0.0
749,8/17/2017,94068463.15625,22532.96875,4144,455,0.0
750,8/18/2017,94090773.625,22310.46875,4136,407,0.0
751,8/19/2017,94113338.0,22564.375,4211,380,0.0
752,8/20/2017,94135470.5,22132.5,4156,340,0.0
753,8/21/2017,94158216.28125,22745.78125,4233,401,0.0
754,8/22/2017,94180738.9375,22522.65625,4185,409,0.0
755,8/23/2017,94203348.9375,22610.0,4216,392,0.0
756,8/24/2017,94225880.65625,22531.71875,4184,411,0.0
757,8/25/2017,94244701.4375,18820.78125,3554,269,0.0
758,8/26/2017,94263267.21875,18565.78125,3499,269,0.0
759,8/27/2017,94281902.6875,18635.46875,3514,271,0.0
760,8/28/2017,94300328.15625,18425.46875,3446,303,0.0
761,8/29/2017,94319408.3125,19080.15625,3541,349,0.0
762,8/30/2017,94338352.21875,18943.90625,3531,329,0.0
763,8/31/2017,94357118.3125,18766.09375,3473,347,0.0
764,9/1/2017,94375947.6875,18829.375,3521,308,0.0
765,9/2/2017,94394795.8125,18848.125,3541,288,0.0
766,9/3/2017,94413437.84375,18642.03125,3539,241,0.0
767,9/4/2017,94432358.9375,18921.09375,3527,323,0.0
768,9/5/2017,94451460.1875,19101.25,3559,332,0.0
769,9/6/2017,94470348.46875,18888.28125,3510,345,0.0
770,9/7/2017,94489481.125,19132.65625,3547,353,0.0
771,9/8/2017,94508748.3125,19267.1875,3592,330,0.0
772,9/9/2017,94527784.09375,19035.78125,3561,313,0.0
773,9/10/2017,94546772.84375,18988.75,3574,292,0.0
774,9/11/2017,94565618.9375,18846.09375,3551,279,0.0
775,9/12/2017,94584931.4375,19312.5,3603,328,0.0
776,9/13/2017,94603829.71875,18898.28125,3536,313,0.0
777,9/14/2017,94623119.40625,19289.6875,3599,330,0.0
778,9/15/2017,94642655.8125,19536.40625,3616,373,0.0
779,9/16/2017,94661993.78125,19337.96875,3609,331,0.0
780,9/17/2017,94681215.8125,19222.03125,3630,273,0.0
781,9/18/2017,94700280.8125,19065.0,3557,332,0.0
782,9/19/2017,94719653.78125,19372.96875,3628,315,0.0
783,9/20/2017,94738835.8125,19182.03125,3600,297,0.0
784,9/21/2017,94758172.21875,19336.40625,3645,285,0.0
785,9/22/2017,94773915.8125,15743.59375,3001,187,0.0
786,9/23/2017,94788921.59375,15005.78125,2884,149,0.0
787,9/24/2017,94804383.0,15461.40625,2938,193,0.0
788,9/25/2017,94819257.375,14874.375,2836,176,0.0
789,9/26/2017,94834464.25,15206.875,2890,192,0.0
790,9/27/2017,94849875.34375,15411.09375,2904,227,0.0
791,9/28/2017,94864873.3125,14997.96875,2856,183,0.0
792,9/29/2017,94879725.8125,14852.5,2829,184,0.0
793,9/30/2017,94894657.21875,14931.40625,2840,189,0.0
794,10/1/2017,94909789.875,15132.65625,2862,209,0.0
795,10/2/2017,94924879.09375,15089.21875,2842,223,0.0
796,10/3/2017,94940057.53125,15178.4375,2862,222,0.0
797,10/4/2017,94955375.96875,15318.4375,2886,226,0.0
798,10/5/2017,94970853.0,15477.03125,2946,189,0.0
799,10/6/2017,94985877.0625,15024.0625,2848,202,0.0
800,10/7/2017,95000892.21875,15015.15625,2848,197,0.0
801,10/8/2017,95016091.75,15199.53125,2879,205,0.0
802,10/9/2017,95031300.5,15208.75,2882,204,0.0
803,10/10/2017,95046784.875,15484.375,2915,232,0.0
804,10/11/2017,95062284.71875,15499.84375,2915,235,0.0
805,10/12/2017,95077676.28125,15391.5625,2899,230,0.0
806,10/13/2017,95093113.46875,15437.1875,2891,246,0.0
807,10/14/2017,95108431.28125,15317.8125,2887,226,0.0
808,10/15/2017,95124011.4375,15580.15625,2925,241,0.0
809,10/16/2017,95140181.0,16169.5625,4554,502,0.0
810,10/17/2017,95160328.25,20147.25,6050,864,0.0
811,10/18/2017,95180705.65625,20377.40625,6221,739,0.0
812,10/19/2017,95201131.8125,20426.15625,6241,739,0.0
813,10/20/2017,95221606.8125,20475.0,6237,760,0.0
814,10/21/2017,95241750.03125,20143.21875,6229,625,0.0
815,10/22/2017,95262134.28125,20384.25,6280,660,0.0
816,10/23/2017,95282604.6875,20470.40625,6254,735,0.0
817,10/24/2017,95303134.15625,20529.46875,6248,773,0.0
818,10/25/2017,95323352.375,20218.21875,6176,733,0.0
819,10/26/2017,95343550.53125,20198.15625,6157,743,0.0
820,10/27/2017,95364021.78125,20471.25,6229,760,0.0
821,10/28/2017,95384467.15625,20445.375,6240,740,0.0
822,10/29/2017,95404755.96875,20288.8125,6194,738,0.0
823,10/30/2017,95424854.5625,20098.59375,6072,805,0.0
824,10/31/2017,95445491.0,20636.4375,6275,774,0.0
825,11/1/2017,95465719.34375,20228.34375,6142,773,0.0
826,11/2/2017,95486016.125,20296.78125,6144,795,0.0
827,11/3/2017,95506325.5625,20309.4375,6208,714,0.0
828,11/4/2017,95526513.875,20188.3125,6196,686,0.0
829,11/5/2017,95547106.34375,20592.46875,6299,725,0.0
830,11/6/2017,95567346.96875,20240.625,6199,708,0.0
831,11/7/2017,95587760.75,20413.78125,6211,759,0.0
832,11/8/2017,95608013.65625,20252.90625,6236,663,0.0
833,11/9/2017,95628326.75,20313.09375,6195,745,0.0
834,11/10/2017,95648853.59375,20526.84375,6300,697,0.0
835,11/11/2017,95669271.875,20418.28125,6267,687,0.0
836,11/12/2017,95689482.59375,20210.71875,6245,625,0.0
837,11/13/2017,95709903.78125,20421.1875,6225,742,0.0
838,11/14/2017,95729953.8125,20050.03125,6122,719,0.0
839,11/15/2017,95750447.375,20493.5625,6237,762,0.0
840,11/16/2017,95770669.90625,20222.53125,6154,751,0.0
841,11/17/2017,95791033.90625,20364.0,6235,700,0.0
842,11/18/2017,95811365.84375,20331.9375,6215,718,0.0
843,11/19/2017,95831788.625,20422.78125,6266,695,0.0
844,11/20/2017,95852196.96875,20408.34375,6176,797,0.0
845,11/21/2017,95872590.96875,20394.0,6174,800,0.0
846,11/22/2017,95893095.40625,20504.4375,6242,750,0.0
847,11/23/2017,95913442.8125,20347.40625,6190,759,0.0
848,11/24/2017,95933855.9375,20413.125,6234,728,0.0
849,11/25/2017,95954171.0,20315.0625,6201,730,0.0
850,11/26/2017,95974531.8125,20360.8125,6169,794,0.0
851,11/27/2017,95994803.5625,20271.75,6086,852,0.0
852,11/28/2017,96015113.1875,20309.625,6094,860,0.0
853,11/29/2017,96035538.21875,20425.03125,6108,903,0.0
854,11/30/2017,96055954.34375,20416.125,6151,840,0.0
855,12/1/2017,96076431.03125,20476.6875,6127,882,0.0
856,12/2/2017,96096636.21875,20205.1875,6053,858,0.0
857,12/3/2017,96116972.75,20336.53125,6029,943,0.0
858,12/4/2017,96137400.96875,20428.21875,5671,1433,0.0
859,12/5/2017,96158037.78125,20636.8125,5588,1630,0.0
860,12/6/2017,96178679.0,20641.21875,5473,1801,0.0
861,12/7/2017,96199585.25,20906.25,5798,1508,0.0
862,12/8/2017,96220018.34375,20433.09375,5803,1281,0.0
863,12/9/2017,96240582.21875,20563.875,5813,1324,0.0
864,12/10/2017,96260974.53125,20392.3125,5781,1286,0.0
865,12/11/2017,96281304.03125,20329.5,5749,1288,0.0
866,12/12/2017,96301877.5625,20573.53125,5715,1443,0.0
867,12/13/2017,96322483.90625,20606.34375,5659,1525,0.0
868,12/14/2017,96343269.3125,20785.40625,5694,1551,0.0
869,12/15/2017,96364099.15625,20829.84375,5800,1437,0.0
870,12/16/2017,96384483.40625,20384.25,5775,1272,0.0
871,12/17/2017,96404828.46875,20345.0625,5781,1258,0.0
872,12/18/2017,96425392.0625,20563.59375,5781,1353,0.0
873,12/19/2017,96446021.5625,20629.5,5604,1600,0.0
874,12/20/2017,96466652.9375,20631.375,5571,1668,0.0
875,12/21/2017,96487067.75,20414.8125,5570,1570,0.0
876,12/22/2017,96507639.03125,20571.28125,5652,1519,0.0
877,12/23/2017,96528474.3125,20835.28125,5947,1263,0.0
878,12/24/2017,96548978.46875,20504.15625,5981,1079,0.0
879,12/25/2017,96569425.34375,20446.875,6032,992,0.0
880,12/26/2017,96589809.03125,20383.6875,5992,1022,0.0
881,12/27/2017,96610342.15625,20533.125,5966,1104,0.0
882,12/28/2017,96630776.28125,20434.125,5889,1172,0.0
883,12/29/2017,96651241.625,20465.34375,5786,1309,0.0
884,12/30/2017,96671784.96875,20543.34375,5773,1361,0.0
885,12/31/2017,96692242.34375,20457.375,5907,1156,0.0
886,1/1/2018,96712863.6875,20621.34375,5926,1193,0.0
887,1/2/2018,96733424.75,20561.0625,5750,1390,0.0
888,1/3/2018,96754023.96875,20599.21875,5540,1665,0.0
889,1/4/2018,96774989.84375,20965.875,5454,1952,0.0
890,1/5/2018,96795904.71875,20914.875,5341,2096,0.0
891,1/6/2018,96816855.875,20951.15625,5416,2003,0.0
892,1/7/2018,96838033.8125,21177.9375,5528,1958,0.0
893,1/8/2018,96858637.25,20603.4375,5408,1862,0.0
894,1/9/2018,96879373.0625,20735.8125,5377,1966,0.0
895,1/10/2018,96900455.0,21081.9375,5415,2094,0.0
896,1/11/2018,96921488.28125,21033.28125,5430,2051,0.0
897,1/12/2018,96942403.53125,20915.25,5419,2004,0.0
898,1/13/2018,96963086.75,20683.21875,5394,1913,0.0
899,1/14/2018,96984113.0,21026.25,5625,1760,0.0
900,1/15/2018,97004522.375,20409.375,5424,1744,0.0
901,1/16/2018,97025411.84375,20889.46875,5522,1821,0.0
902,1/17/2018,97046253.21875,20841.375,5572,1740,0.0
903,1/18/2018,97066810.53125,20557.3125,5569,1618,0.0
